paperid,SDG_label,applies_to_SDG,link
2516132781,SDG_13,,https://academic.microsoft.com/paper/2516132781
2084519426,SDG_13,,https://academic.microsoft.com/paper/2084519426
2622215529,SDG_13,,https://academic.microsoft.com/paper/2622215529
2856804973,SDG_13,,https://academic.microsoft.com/paper/2856804973
2115361878,SDG_13,,https://academic.microsoft.com/paper/2115361878
3011390114,SDG_13,,https://academic.microsoft.com/paper/3011390114
1985420352,SDG_13,,https://academic.microsoft.com/paper/1985420352
2775347554,SDG_13,,https://academic.microsoft.com/paper/2775347554
189946490,SDG_13,,https://academic.microsoft.com/paper/189946490
2414988809,SDG_13,,https://academic.microsoft.com/paper/2414988809
2890497867,SDG_13,,https://academic.microsoft.com/paper/2890497867
2498483222,SDG_13,,https://academic.microsoft.com/paper/2498483222
2517956288,SDG_13,,https://academic.microsoft.com/paper/2517956288
2850853765,SDG_13,,https://academic.microsoft.com/paper/2850853765
2260656732,SDG_13,,https://academic.microsoft.com/paper/2260656732
2804936504,SDG_13,,https://academic.microsoft.com/paper/2804936504
2265400244,SDG_13,,https://academic.microsoft.com/paper/2265400244
2038179710,SDG_13,,https://academic.microsoft.com/paper/2038179710
2068761486,SDG_13,,https://academic.microsoft.com/paper/2068761486
2509954491,SDG_13,,https://academic.microsoft.com/paper/2509954491
2563309656,SDG_13,,https://academic.microsoft.com/paper/2563309656
2366155501,SDG_13,,https://academic.microsoft.com/paper/2366155501
2154113678,SDG_13,,https://academic.microsoft.com/paper/2154113678
628287562,SDG_13,,https://academic.microsoft.com/paper/628287562
2045140184,SDG_13,,https://academic.microsoft.com/paper/2045140184
3004309865,SDG_13,,https://academic.microsoft.com/paper/3004309865
450964942,SDG_13,,https://academic.microsoft.com/paper/450964942
1951430957,SDG_13,,https://academic.microsoft.com/paper/1951430957
2331942981,SDG_13,,https://academic.microsoft.com/paper/2331942981
2150786697,SDG_13,,https://academic.microsoft.com/paper/2150786697
2611479820,SDG_13,,https://academic.microsoft.com/paper/2611479820
2334372876,SDG_13,,https://academic.microsoft.com/paper/2334372876
2790223038,SDG_13,,https://academic.microsoft.com/paper/2790223038
1904614428,SDG_2,,https://academic.microsoft.com/paper/1904614428
1618144925,SDG_2,,https://academic.microsoft.com/paper/1618144925
2112562964,SDG_2,,https://academic.microsoft.com/paper/2112562964
2967102804,SDG_2,,https://academic.microsoft.com/paper/2967102804
2048693368,SDG_2,,https://academic.microsoft.com/paper/2048693368
2818828029,SDG_2,,https://academic.microsoft.com/paper/2818828029
2622000142,SDG_2,,https://academic.microsoft.com/paper/2622000142
2241276014,SDG_2,,https://academic.microsoft.com/paper/2241276014
2947440717,SDG_2,,https://academic.microsoft.com/paper/2947440717
2837265414,SDG_2,,https://academic.microsoft.com/paper/2837265414
16033932,SDG_2,,https://academic.microsoft.com/paper/16033932
2830000005,SDG_2,,https://academic.microsoft.com/paper/2830000005
2520669754,SDG_2,,https://academic.microsoft.com/paper/2520669754
449572203,SDG_2,,https://academic.microsoft.com/paper/449572203
351735975,SDG_2,,https://academic.microsoft.com/paper/351735975
2054092622,SDG_2,,https://academic.microsoft.com/paper/2054092622
2852308984,SDG_2,,https://academic.microsoft.com/paper/2852308984
2014742814,SDG_2,,https://academic.microsoft.com/paper/2014742814
2289765919,SDG_2,,https://academic.microsoft.com/paper/2289765919
90181719,SDG_2,,https://academic.microsoft.com/paper/90181719
2883012480,SDG_2,,https://academic.microsoft.com/paper/2883012480
2131819630,SDG_2,,https://academic.microsoft.com/paper/2131819630
2126488742,SDG_2,,https://academic.microsoft.com/paper/2126488742
1933525632,SDG_2,,https://academic.microsoft.com/paper/1933525632
2977008289,SDG_2,,https://academic.microsoft.com/paper/2977008289
2043995304,SDG_2,,https://academic.microsoft.com/paper/2043995304
2147629156,SDG_2,,https://academic.microsoft.com/paper/2147629156
2765594939,SDG_2,,https://academic.microsoft.com/paper/2765594939
2822935175,SDG_2,,https://academic.microsoft.com/paper/2822935175
2732421036,SDG_2,,https://academic.microsoft.com/paper/2732421036
2238759305,SDG_2,,https://academic.microsoft.com/paper/2238759305
2793638379,SDG_2,,https://academic.microsoft.com/paper/2793638379
2814669075,SDG_2,,https://academic.microsoft.com/paper/2814669075
2307758620,SDG_3,,https://academic.microsoft.com/paper/2307758620
2999319396,SDG_3,,https://academic.microsoft.com/paper/2999319396
2060815510,SDG_3,,https://academic.microsoft.com/paper/2060815510
2792996035,SDG_3,,https://academic.microsoft.com/paper/2792996035
2530969112,SDG_3,,https://academic.microsoft.com/paper/2530969112
2874133347,SDG_3,,https://academic.microsoft.com/paper/2874133347
2953941900,SDG_3,,https://academic.microsoft.com/paper/2953941900
2957887028,SDG_3,,https://academic.microsoft.com/paper/2957887028
1868030862,SDG_3,,https://academic.microsoft.com/paper/1868030862
2041948537,SDG_3,,https://academic.microsoft.com/paper/2041948537
2595553506,SDG_3,,https://academic.microsoft.com/paper/2595553506
2373326887,SDG_3,,https://academic.microsoft.com/paper/2373326887
2521428074,SDG_3,,https://academic.microsoft.com/paper/2521428074
2272378414,SDG_3,,https://academic.microsoft.com/paper/2272378414
2386306571,SDG_3,,https://academic.microsoft.com/paper/2386306571
2043503669,SDG_3,,https://academic.microsoft.com/paper/2043503669
2105471837,SDG_3,,https://academic.microsoft.com/paper/2105471837
2977639242,SDG_3,,https://academic.microsoft.com/paper/2977639242
2076829597,SDG_3,,https://academic.microsoft.com/paper/2076829597
2984397567,SDG_3,,https://academic.microsoft.com/paper/2984397567
2757972799,SDG_3,,https://academic.microsoft.com/paper/2757972799
2156055787,SDG_3,,https://academic.microsoft.com/paper/2156055787
2039106228,SDG_3,,https://academic.microsoft.com/paper/2039106228
2979959454,SDG_3,,https://academic.microsoft.com/paper/2979959454
2365815537,SDG_3,,https://academic.microsoft.com/paper/2365815537
2095480400,SDG_3,,https://academic.microsoft.com/paper/2095480400
2593258460,SDG_3,,https://academic.microsoft.com/paper/2593258460
1826266633,SDG_3,,https://academic.microsoft.com/paper/1826266633
1485174478,SDG_3,,https://academic.microsoft.com/paper/1485174478
2322148103,SDG_3,,https://academic.microsoft.com/paper/2322148103
2983645625,SDG_3,,https://academic.microsoft.com/paper/2983645625
1592977536,SDG_3,,https://academic.microsoft.com/paper/1592977536
2770488817,SDG_3,,https://academic.microsoft.com/paper/2770488817
2152576977,SDG_3,,https://academic.microsoft.com/paper/2152576977
